nose_x,nose_y,nose_z,nose_visibility,nose_presence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_inner_presence,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_presence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,left_eye_outer_presence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_inner_presence,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_presence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,right_eye_outer_presence,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,left_ear_presence,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,right_ear_presence,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_left_presence,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,mouth_right_presence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,left_shoulder_presence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,right_shoulder_presence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,left_elbow_presence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,right_elbow_presence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,left_wrist_presence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,right_wrist_presence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,left_pinky_presence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,right_pinky_presence,left_index_x,left_index_y,left_index_z,left_index_visibility,left_index_presence,right_index_x,right_index_y,right_index_z,right_index_visibility,right_index_presence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,left_thumb_presence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,right_thumb_presence,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,left_hip_presence,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,right_hip_presence,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,left_knee_presence,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,right_knee_presence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,left_ankle_presence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,right_ankle_presence,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,left_heel_presence,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,right_heel_presence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,left_foot_index_presence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,right_foot_index_presence,frame_id
910,292.398,221.109,0.928072,0.999992,908.75,283.094,227.511,0.885462,0.999993,906.25,283.094,227.469,0.883519,0.999993,905,283.094,227.526,0.897438,0.999994,911.25,283.094,216.349,0.917087,0.999992,912.5,283.094,216.281,0.920246,0.999991,912.5,283.094,216.286,0.904526,0.99999,900,286.195,228.535,0.957416,0.999995,910,286.195,177.066,0.953758,0.999992,906.25,301.703,220.76,0.9596,0.99999,910,301.703,205.304,0.960917,0.999989,880,332.719,204.673,0.99993,0.999954,906.25,311.008,100.182,0.999994,0.999977,891.25,382.344,170.874,0.0407732,0.999857,942.495,276.891,24.1087,0.996775,0.999963,929.946,401.19,152.251,0.152029,0.999933,958.75,264.484,15.3675,0.980906,0.999795,936.288,391.601,155.677,0.136745,0.999912,962.5,252.078,8.07956,0.927151,0.999539,941.25,397.852,156.381,0.115615,0.999931,960,255.18,26.5687,0.903482,0.99965,938.75,400.953,151.818,0.13233,0.999951,958.75,264.484,23.023,0.869287,0.999772,882.5,487.797,42.5802,0.999992,0.999966,897.5,481.594,-42.3618,0.999993,0.999988,937.5,552.93,-7.7092,0.798458,0.999486,941.25,583.945,-128.038,0.978441,0.999789,890.323,680.343,-64.5336,0.808001,0.999481,868.341,666.456,-175.159,0.887119,0.998901,878.966,691.43,-74.1283,0.941681,0.999402,852.5,667.688,-180.192,0.977949,0.998735,891.966,735.207,-59.2194,0.799085,0.998038,864.936,740.706,-157.287,0.913486,0.998044,75
927.723,301.188,156.98,0.999735,0.999998,927.723,291.906,165.79,0.999466,0.999998,927.723,291.906,165.777,0.999433,0.999998,927.723,291.906,165.834,0.999554,0.999998,927.744,288.9,154.37,0.999539,0.999998,927.744,288.9,154.281,0.999546,0.999998,926.518,288.901,154.322,0.999517,0.999998,922.842,288.893,181.931,0.999788,0.999999,921.544,282.999,131.689,0.999854,0.999999,924.078,307.375,162.457,0.999936,0.999998,924.078,307.375,147.167,0.99992,0.999999,907.07,335.219,181.573,0.999964,0.999994,907.07,298.094,73.7524,0.999999,0.999997,927.723,378.531,158.097,0.0767172,0.999988,910.715,291.906,8.87191,0.995208,0.999993,933.752,417.454,115.606,0.364909,0.999974,947.151,286.128,-21.3583,0.978202,0.999951,932.555,428.216,106.026,0.429336,0.999946,955.754,285.775,-39.0921,0.948583,0.999829,931.119,422.753,103.484,0.404939,0.999956,959.324,279.504,-26.569,0.941083,0.999866,930.947,417.079,112.224,0.410046,0.999973,955.754,282.556,-16.94,0.919244,0.999924,902.211,514.656,45.4524,0.999989,0.999969,900.996,489.906,-45.2515,0.999993,0.999994,943.516,564.156,5.76479,0.529725,0.999775,949.59,582.719,-117.469,0.977518,0.999926,880.06,653.019,-7.63549,0.293942,0.999549,891.374,680.202,-129.199,0.80879,0.998852,866.98,653.875,-12.7972,0.706023,0.999346,875.166,667.559,-130.683,0.93674,0.998328,877.014,701.36,-7.80294,0.533057,0.996305,888.848,746.688,-122.445,0.86688,0.995069,76
948.78,283.808,-45.5619,0.998361,0.99892,950.011,271.091,-42.218,0.997157,0.998699,950.036,268.216,-42.2385,0.997092,0.998401,950.036,268.216,-42.2352,0.997185,0.998092,950.011,271.091,-55.6988,0.998405,0.999336,948.799,271.125,-55.7938,0.998921,0.999495,947.612,271.154,-55.8351,0.998933,0.999617,945.25,255.875,-19.9861,0.998448,0.998712,941.776,261.606,-80.7857,0.999697,0.999883,944.099,286.936,-35.1495,0.999241,0.999576,942.923,287.021,-52.7944,0.999712,0.99983,928.516,296.094,26.1067,0.999902,0.999715,920.148,296.094,-107.308,0.999998,0.999987,943.312,379.735,49.0395,0.0726574,0.995196,910.586,357.969,-135.734,0.995822,0.999597,950.182,429.421,28.8546,0.0770464,0.983996,942.124,382.761,-137.735,0.966072,0.995938,948.847,441.589,27.8198,0.0914478,0.983625,948.836,388.906,-153.405,0.917044,0.991403,948.93,435.659,16.6282,0.0851525,0.983349,952.422,379.625,-142.705,0.908615,0.992629,948.967,432.692,23.7209,0.0825964,0.984786,950.031,376.531,-132.806,0.86715,0.993315,923.734,494.094,50.0607,0.999175,0.994272,916.562,500.281,-50.0287,0.999566,0.998623,959.594,574.531,67.5555,0.121978,0.971766,953.617,580.719,-58.7402,0.934209,0.993912,907.368,674.885,104.3,0.238447,0.981414,891.772,679.893,-17.8864,0.855029,0.984145,894.102,674.478,107.989,0.407051,0.98179,874.916,669.666,-11.1792,0.871471,0.983288,903.414,735.406,110.006,0.296542,0.966548,887.875,750.875,1.71471,0.865456,0.972341,77
932.016,299.281,151.602,0.997661,0.999849,929.598,290.216,155.45,0.994257,0.999818,929.565,287.342,155.447,0.994016,0.999814,928.396,287.23,155.476,0.995555,0.999813,931.977,290.332,149.257,0.994818,0.9998,931.977,290.332,149.196,0.995158,0.999795,931.977,290.332,149.232,0.994519,0.99977,923.785,290,155.769,0.996686,0.999764,929.634,293.211,128.231,0.996155,0.999711,928.496,307.875,151.723,0.997526,0.999808,930.944,308.078,143.442,0.996786,0.999788,913.203,342.594,144.27,0.999773,0.999868,926.229,331.028,78.9881,0.999947,0.999773,935.543,404.469,96.2037,0.193099,0.999883,942.598,348.781,32.6809,0.947381,0.999914,949.652,450.875,46.2891,0.516263,0.9999,960.117,361.273,15.4483,0.917488,0.99972,952.004,460.156,35.5419,0.547775,0.999826,963.377,364.865,3.20768,0.860731,0.999317,950.828,457.062,35.8232,0.522803,0.999834,962.22,361.46,9.54272,0.850669,0.999367,949.652,453.969,44.2468,0.511938,0.99989,961.175,361.376,16.8975,0.820458,0.999594,912.027,515.844,28.117,0.99993,0.999807,919.082,509.656,-28.0832,0.999931,0.999892,937.895,593.188,-17.2997,0.642278,0.99891,961.41,596.281,-98.4085,0.897045,0.998833,887.969,689.122,-56.106,0.597398,0.997661,906.207,686.135,-110.594,0.589585,0.993936,877.946,692.599,-62.2458,0.818122,0.995891,894.02,684.471,-112.277,0.801564,0.992166,879.69,737.589,-67.7343,0.688395,0.986151,903.674,738.307,-106.409,0.674355,0.98513,78
938.507,270.312,217.103,0.999627,1,937.532,261.412,218.606,0.999174,1,936.384,261.456,218.592,0.999239,1,934.101,261.539,218.674,0.999239,1,942.156,258.484,214.491,0.999143,1,942.156,258.484,214.443,0.999224,1,943.305,255.383,214.483,0.998859,0.999999,929.523,258.484,202.748,0.999493,1,942.156,255.383,182.935,0.999171,0.999999,934.101,277.125,210.835,0.999559,0.999999,938.465,273.582,205.047,0.999347,0.999999,906.555,298.805,156.656,0.999985,0.999998,942.375,280.725,122.927,0.999996,0.999988,914.594,391.852,75.085,0.30124,0.999993,961.239,302.803,42.6024,0.9563,0.999995,937.562,466.289,10.2705,0.613049,0.999993,981.258,327.617,-3.56827,0.94768,0.999974,938.711,475.594,-2.66805,0.626165,0.99999,987.148,324.94,-16.2741,0.863459,0.999936,943.305,475.594,1.5831,0.583649,0.999991,983.718,325.203,-5.38899,0.8472,0.999949,942.156,475.594,9.83684,0.567943,0.999993,980.512,329.844,-1.5298,0.843129,0.999965,907.703,481.797,15.0878,0.999999,0.999997,929.523,472.492,-15.0528,0.999999,0.999998,913.263,578.349,-66.5075,0.95517,0.999968,960.531,562.438,-113.775,0.981196,0.999973,876.599,664.475,-117.228,0.963262,0.99994,920.336,664.789,-136.958,0.946802,0.999924,869.599,672.801,-124.498,0.985555,0.999906,908.852,670.992,-139.901,0.975266,0.9999,868.765,700.253,-136.205,0.947491,0.999803,919.17,711.264,-136.052,0.929798,0.999828,79
944.719,263.297,233.802,0.999365,1,944.719,247.906,240.111,0.998543,1,943.543,247.906,240.098,0.998725,1,942.367,247.906,240.183,0.998803,1,948.246,250.984,230.179,0.999114,1,948.246,247.906,230.174,0.999252,1,949.422,247.906,230.188,0.999011,1,936.488,244.828,230.355,0.999459,1,947.07,247.906,185.075,0.999693,1,940.016,269.453,228.612,0.999632,1,943.543,269.453,215.196,0.99968,1,901.215,294.078,190.311,0.999984,0.999991,949.174,281.689,105.838,1,0.999997,904.742,411.047,148.712,0.0649234,0.999987,973.727,360.811,44.2811,0.999296,0.999997,925.906,515.703,127.901,0.2028,0.999985,999.362,457.254,22.1543,0.996902,0.999959,927.082,518.781,125.032,0.171998,0.999981,1004.68,463.375,8.07137,0.990065,0.999886,932.961,524.938,119.807,0.157604,0.999983,1003.51,466.453,22.5381,0.987919,0.999925,932.961,528.016,124.487,0.196259,0.999987,1000.21,469.964,26.4207,0.9811,0.99995,903.566,475.688,32.126,0.999998,0.99998,932.961,466.453,-31.9908,0.999999,0.999995,910.175,585.505,-6.72291,0.98547,0.999846,958.767,612.413,-91.8501,0.999239,0.999947,869.469,654.219,-35.948,0.992886,0.999878,907.094,663.453,-116.563,0.994097,0.999915,861.238,660.375,-42.524,0.995775,0.999859,895.763,655.585,-120.606,0.99802,0.999903,859.798,685.66,-39.38,0.989599,0.99961,898.863,715.781,-112.051,0.994296,0.999846,80
944.047,247.453,146.494,0.999268,0.999999,944.047,234.891,153.039,0.998731,0.999999,942.758,234.891,153.018,0.998738,0.999998,942.758,234.891,153.101,0.99892,0.999998,944.047,234.891,144.535,0.999224,0.999999,944.047,234.891,144.507,0.999353,0.999999,944.047,234.891,144.524,0.999231,0.999999,937.602,238.031,161.63,0.999272,0.999998,938.891,234.891,122.306,0.999592,0.999999,941.469,256.875,149.154,0.999796,0.999999,941.469,256.875,137.494,0.999734,0.999999,916.977,297.703,147.824,0.99999,0.999996,933.734,285.141,69.1663,0.999999,0.999997,936.511,382.606,115.022,0.220178,0.999994,968.539,344.812,21.0329,0.997042,0.999997,959.516,470.438,80.9868,0.493972,0.999982,1005.38,409.326,-4.05171,0.991722,0.999978,962.094,483,72.0037,0.481855,0.999951,1014.16,420.945,-20.6027,0.972929,0.999913,962.094,486.141,66.4577,0.460789,0.999956,1013.9,419.156,-12.5139,0.968869,0.99993,960.805,483,77.0564,0.48042,0.999975,1011.57,417.346,-1.83845,0.964053,0.99996,914.398,489.281,29.2872,0.999997,0.999994,926,476.719,-29.3016,0.999998,0.999997,907.927,599.257,-24.0363,0.953517,0.999937,956.938,586.641,-87.1696,0.98937,0.999933,861.354,680.217,-42.3046,0.964955,0.999748,915.688,680.859,-71.9534,0.913699,0.999416,850.986,686.296,-46.4906,0.984466,0.999598,902.797,690.281,-71.0368,0.927372,0.999217,849.189,711.62,-59.2592,0.954555,0.998791,916.977,721.688,-65.9254,0.897768,0.998514,81
951.383,251.379,-140.84,0.996544,0.998965,954.211,235.617,-140.804,0.993357,0.998911,954.211,235.617,-140.859,0.993543,0.998816,954.211,232.465,-140.889,0.994936,0.998639,952.797,238.77,-149.193,0.995911,0.999116,951.383,238.77,-149.265,0.996409,0.999142,951.383,238.77,-149.252,0.995874,0.999146,947.141,229.312,-120.342,0.996047,0.998833,942.898,235.617,-158.736,0.9978,0.999462,947.141,260.836,-129.491,0.998953,0.999489,945.727,260.836,-140.704,0.999044,0.99958,923.102,273.445,-73.7951,0.999914,0.999754,924.516,292.359,-151.609,0.999969,0.999711,942.898,374.32,-58.1565,0.315866,0.999074,949.969,349.102,-164.631,0.985879,0.999537,952.884,465.772,-91.0074,0.312878,0.99688,992.146,355.869,-176.321,0.939002,0.997592,952.797,484.652,-101.26,0.346768,0.995963,1000.75,362.62,-196.997,0.884006,0.995343,948.588,478.532,-114.284,0.329755,0.99567,1004.13,339.573,-192.996,0.875824,0.995939,950.084,475.463,-96.3772,0.312118,0.996408,995.219,348.026,-175.1,0.816247,0.996639,914.617,478.348,29.5974,0.999807,0.997522,916.031,490.957,-29.5762,0.999818,0.998026,920.273,582.375,1.83793,0.333684,0.997272,944.312,613.898,-38.2536,0.837644,0.996987,867.225,677.451,81.7537,0.453286,0.992338,895.379,699.429,65.4677,0.736082,0.990489,857.466,686.56,89.9315,0.53735,0.98846,882.423,701.267,77.6271,0.733424,0.987705,856.308,722.639,74.1579,0.51017,0.983291,891.992,752.602,77.0415,0.759942,0.986796,82
967.133,249.824,-98.1999,0.999858,0.999956,971.398,233.398,-89.3393,0.999774,0.999939,973.531,230.113,-89.3504,0.99977,0.999937,973.531,230.113,-89.3479,0.999777,0.999932,965,230.113,-102.06,0.99983,0.999948,960.734,226.828,-102.106,0.999871,0.999951,958.602,223.543,-102.092,0.999848,0.99995,965,220.258,-38.043,0.999659,0.999937,941.539,213.688,-94.4827,0.999852,0.999961,960.734,256.395,-77.0417,0.99987,0.999965,952.203,253.109,-93.4393,0.999931,0.999978,947.938,269.535,25.0333,0.999975,0.999985,886.086,266.25,-104.685,0.999991,0.999984,986.555,354.656,42.1111,0.672672,0.999953,924.477,374.66,-128.005,0.989553,0.999799,1026.85,433.793,-18.8757,0.68218,0.999482,1000.47,448.308,-143.172,0.969909,0.999595,1039.37,453.931,-26.5261,0.648099,0.999159,1011.88,463.705,-160.001,0.946733,0.999454,1035.38,450.219,-41.0443,0.656086,0.999103,1016.26,456.681,-161.004,0.947072,0.999441,1026.85,446.934,-26.1353,0.635935,0.999316,1011.92,450.219,-142.554,0.914366,0.999529,915.945,476.5,43.2035,0.999951,0.999976,881.82,473.215,-43.1703,0.999964,0.999985,941.539,601.336,4.18706,0.918593,0.999781,941.539,561.914,-111.213,0.995878,0.999856,849.083,695.447,58.6312,0.903746,0.999799,901.016,732.742,-86.7382,0.993192,0.999645,834.898,696.605,63.1554,0.910823,0.999749,886.143,745.97,-84.8051,0.979111,0.99948,855.253,768.638,39.2752,0.935748,0.999423,921.997,805.397,-121.057,0.994375,0.998476,83
955.812,259.984,-148.426,0.999906,0.999981,960.875,240.766,-140.665,0.999825,0.999974,962.562,240.766,-140.708,0.999822,0.999973,964.25,240.766,-140.713,0.999856,0.999969,955.812,237.562,-152.685,0.999888,0.999979,952.438,234.359,-152.746,0.999908,0.999981,950.75,231.156,-152.734,0.999896,0.99998,955.812,224.75,-91.1833,0.999853,0.999976,937.25,215.141,-145.264,0.999944,0.99999,949.062,266.391,-127.656,0.99995,0.999989,942.312,259.984,-143.391,0.99997,0.999993,937.25,269.594,-24.1315,0.999984,0.99999,890,259.984,-149.374,0.999995,0.99999,980.07,360.798,-18.7069,0.654049,0.99994,928.812,346.469,-177.842,0.996772,0.999889,1018.32,417.058,-82.7394,0.607733,0.999297,995.411,364.479,-198.153,0.981262,0.999516,1026.69,429.75,-93.5931,0.595222,0.998893,1011.5,372.094,-218.768,0.957165,0.999142,1025,423.344,-108.367,0.595136,0.998754,1013.19,356.078,-215.598,0.955826,0.999129,1018.3,420.249,-90.2536,0.558935,0.999058,1006.44,356.078,-196.632,0.92915,0.999234,915.312,464.984,43.2787,0.999983,0.999977,890,471.391,-43.2476,0.999984,0.999977,938.938,570.688,3.11113,0.603259,0.99966,945.688,589.906,-115.867,0.985908,0.999826,877.13,690.524,81.1268,0.686744,0.999403,906.875,714.828,-45.1108,0.978215,0.999151,862.262,693.068,86.9385,0.760359,0.999208,893.456,714.959,-37.5798,0.967168,0.998753,873.125,756.469,57.9715,0.753749,0.998456,917.366,779.921,-61.5008,0.980114,0.997431,84
957.82,252.578,-100.648,0.99829,0.999726,962.824,236.562,-91.8293,0.998044,0.999723,964.492,236.562,-91.8625,0.998229,0.99974,966.16,236.562,-91.8689,0.998404,0.999742,956.152,233.359,-102.063,0.998441,0.999678,954.484,230.156,-102.127,0.998783,0.999675,951.148,226.953,-102.106,0.998312,0.999645,959.488,223.75,-39.2429,0.998279,0.99983,937.805,210.938,-85.1208,0.998963,0.999784,952.816,262.188,-78.837,0.999191,0.999907,946.145,255.781,-92.2447,0.999485,0.999919,949.48,275,22.6509,0.999972,0.999986,894.438,255.781,-85.3635,0.999987,0.999969,982.381,363.941,9.45557,0.549527,0.999956,919.457,345.469,-117.005,0.979238,0.99973,1017.87,393.516,-82.0433,0.641335,0.999524,981.237,378.777,-160.467,0.939913,0.998891,1029.54,396.719,-94.1865,0.65296,0.999308,996.5,386.909,-179.706,0.902519,0.998594,1027.88,390.312,-106.729,0.657775,0.999235,1002.71,364.356,-177.967,0.899424,0.998649,1021.2,387.109,-89.0521,0.612342,0.999377,998.621,359.32,-159.217,0.836046,0.998734,926.129,470.391,35.197,0.999964,0.999967,897.773,467.188,-35.2179,0.999959,0.999965,934.469,604.922,-33.2055,0.705605,0.999524,936.137,579.297,-117.802,0.947706,0.99936,864.933,700.766,19.7345,0.667311,0.999421,889.579,707.884,-83.5288,0.891166,0.998579,846.825,687.525,23.5824,0.790778,0.999323,874.021,715.104,-81.0713,0.903661,0.998431,852.28,768.969,-4.65992,0.760517,0.998943,886.362,772.127,-111.753,0.934847,0.997205,85
939.055,265.156,-168.21,0.999933,0.999987,946.184,246.312,-157.474,0.999845,0.999978,947.609,246.312,-157.537,0.999818,0.999975,949.035,246.312,-157.536,0.999845,0.999969,939.055,240.031,-167.661,0.999925,0.999985,936.203,236.891,-167.768,0.999931,0.999987,933.352,233.75,-167.752,0.99993,0.999988,946.184,236.891,-94.6089,0.999857,0.999975,923.692,218.503,-140.144,0.999978,0.999994,936.203,271.438,-143.013,0.99998,0.999993,927.648,265.156,-156.428,0.999988,0.999997,936.203,277.719,-33.5321,0.99994,0.99997,880.598,258.875,-131.845,0.999989,0.999983,968.909,359.835,-70.8192,0.841958,0.999709,890.578,356.234,-184.088,0.995316,0.999455,972.534,314.836,-173.719,0.789213,0.999559,947.354,334.125,-242.77,0.955325,0.999413,972.382,308.694,-197.591,0.758645,0.999518,963.622,339.752,-266.628,0.91452,0.999279,970.438,290.134,-200.176,0.739558,0.999528,964.415,317.572,-263.865,0.909014,0.999344,968.995,293.11,-178.007,0.676464,0.99959,960.146,317.303,-241.527,0.871908,0.99934,916.242,466.156,35.08,0.999957,0.999883,890.578,459.875,-35.0916,0.999968,0.999922,927.648,569.797,-55.9603,0.857112,0.999568,927.648,572.938,-145.915,0.982855,0.999737,859.802,686.589,56.9076,0.765015,0.99943,888.431,692.543,-19.322,0.929821,0.998991,843.439,682.844,64.6692,0.848951,0.999252,872.009,698.055,-7.40966,0.949922,0.998672,852.868,763.218,29.0679,0.770103,0.997969,886.563,766.417,-30.9301,0.938743,0.99737,86
920.891,286.188,-54.0638,0.999266,0.99994,926.578,273.438,-44.8294,0.998443,0.999916,928,273.438,-44.8716,0.998205,0.999903,929.422,273.438,-44.8294,0.998461,0.999884,919.469,270.25,-52.2995,0.999238,0.999946,918.047,270.25,-52.4065,0.999321,0.999954,915.203,267.062,-52.3764,0.999373,0.999959,930.844,260.688,0.768772,0.998529,0.999889,909.516,254.312,-31.3087,0.999751,0.999979,920.891,292.562,-35.7314,0.999826,0.999965,913.781,289.375,-45.5206,0.999873,0.999985,925.156,286.188,37.0482,0.999823,0.999896,881.078,270.25,-39.2478,0.999992,0.999978,940.797,340.375,15.1628,0.565259,0.999729,886.766,327.625,-99.3913,0.988784,0.999849,933.688,305.312,-54.0115,0.640617,0.999628,943.641,298.938,-171.182,0.931393,0.999869,930.844,302.125,-73.3086,0.616389,0.99947,959.386,305.6,-195.036,0.872038,0.999767,929.422,289.375,-75.0831,0.596805,0.999535,963.735,286.344,-190.122,0.860657,0.999799,929.422,289.375,-56.7185,0.540583,0.999659,958.075,286.579,-169.463,0.807892,0.999853,910.938,471.062,31.2907,0.999924,0.999771,889.609,458.312,-31.2545,0.999967,0.999955,929.422,579.438,-63.4133,0.816388,0.999363,925.156,589,-135.284,0.954051,0.999739,864.83,667.056,-2.97369,0.430043,0.999248,881.495,705.848,-82.3324,0.812702,0.997454,850.41,673.418,-0.846781,0.667678,0.998865,867.456,715.557,-78.2709,0.901375,0.995969,860.99,739.926,-22.1885,0.535992,0.995056,888.29,766.744,-103.062,0.86767,0.991369,87
900.957,307.32,95.4017,0.997449,0.99998,903.262,291.285,108.062,0.995508,0.999969,905.497,291.478,108.082,0.99438,0.999964,906.67,291.499,108.177,0.994222,0.999958,898.652,291.285,104.792,0.996757,0.999977,897.5,291.285,104.699,0.997403,0.999979,895.195,288.078,104.765,0.996996,0.999979,909.041,285.131,146.991,0.994845,0.999937,892.891,281.664,134.483,0.998087,0.999973,904.414,313.734,109.285,0.998496,0.999962,898.652,313.734,105.294,0.998236,0.999979,920.475,313.563,144.634,0.999824,0.999978,875.605,300.906,105.728,0.999982,0.999961,952.914,300.091,49.2016,0.955553,0.999973,867.539,304.113,5.17354,0.965226,0.999729,937.832,278.457,-62.8797,0.995133,0.999996,902.109,281.664,-94.7545,0.8109,0.999467,935.536,272.737,-86.8622,0.989416,0.999991,911.441,288.381,-115.954,0.74463,0.999116,928.492,269.179,-75.1922,0.986341,0.999993,918.242,278.457,-106.506,0.769928,0.999425,927.461,275.25,-61.5763,0.985665,0.999996,914.785,278.457,-92.4251,0.660137,0.99958,907.871,493.328,20.6638,0.999971,0.999971,888.281,477.293,-20.7792,0.999983,0.999993,896.432,606.444,-100.932,0.992802,0.999865,914.785,570.297,-124.968,0.97351,0.999621,833.033,663.558,-121.044,0.936435,0.999703,889.304,715.109,-153.688,0.736925,0.994621,823.68,659,-126.465,0.977725,0.999458,884.322,734.423,-160.447,0.864377,0.992931,820.149,731.653,-157.572,0.930571,0.996892,897.849,789.992,-198.646,0.821842,0.982651,88
927.166,288.377,128.141,0.997324,0.999968,927.396,275.48,132.96,0.996822,0.999964,927.396,275.48,132.985,0.996533,0.999966,928.513,271.884,133.052,0.997071,0.999965,926.145,282.618,137.268,0.996486,0.999954,926.145,282.618,137.176,0.995724,0.999949,926.145,282.618,137.165,0.996191,0.99994,931.873,274.934,140.745,0.996145,0.999964,928.276,288.29,160.689,0.997609,0.999917,930.561,291.128,128.937,0.998047,0.999971,929.392,297.357,134.507,0.997726,0.999963,943.37,304.199,98.526,0.999875,0.999969,935.292,325.991,148.078,0.999771,0.99983,932.969,254.211,13.0298,0.871398,0.999988,916.513,278.835,136.13,0.854644,0.999951,906.555,244.907,-57.8338,0.899969,0.999916,901.961,251.094,126.197,0.757735,0.999532,898.516,251.094,-79.1683,0.86052,0.999746,900.812,247.977,121.703,0.683326,0.998744,895.07,251.094,-70.6118,0.852407,0.999786,898.516,247.977,117.324,0.66922,0.999027,898.516,247.977,-56.7572,0.836096,0.999861,898.516,247.977,123.608,0.638875,0.999363,942.156,497.352,-11.6799,0.999977,0.999969,935.298,503.471,11.6475,0.99996,0.999964,901.54,561.942,-58.6895,0.877545,0.999811,905.524,584.489,-49.4913,0.822507,0.999569,865.786,691.634,-97.9693,0.747437,0.99944,876.731,696.84,-97.8978,0.700322,0.999091,864.841,715.213,-105.076,0.874035,0.999062,875.717,712.703,-106.459,0.883185,0.998819,845.142,722.451,-136.771,0.774626,0.997742,868.306,741.548,-139.635,0.736433,0.997554,89
941.871,271.289,20.2167,0.994655,0.999725,943.086,261.656,22.0341,0.992117,0.999459,944.301,258.445,22.0225,0.990461,0.999423,945.516,258.445,22.0577,0.992445,0.999356,940.656,264.867,26.5623,0.992461,0.999388,940.656,264.867,26.4083,0.990324,0.99936,940.656,264.867,26.3942,0.993175,0.999234,947.945,261.656,32.055,0.987281,0.999217,940.656,271.289,53.6275,0.994387,0.998896,944.301,280.922,24.6048,0.99534,0.999715,941.871,284.133,30.6766,0.995182,0.999676,952.805,290.555,6.39148,0.999634,0.999872,934.582,309.82,58.9422,0.999645,0.999099,918.789,232.758,-68.3127,0.899126,0.999967,887.203,274.5,11.8557,0.831859,0.99981,876.27,219.914,-129.246,0.903436,0.999759,867.766,232.758,-55.485,0.71689,0.99777,865.336,226.336,-155.464,0.845479,0.999247,864.121,229.547,-70.593,0.642017,0.995004,862.906,219.914,-147.166,0.834833,0.999383,864.121,219.914,-75.9416,0.634935,0.996091,867.766,223.125,-128.598,0.796085,0.999598,865.336,223.125,-60.0822,0.575216,0.997308,946.73,489.633,-11.7067,0.999839,0.999707,933.367,486.422,11.7887,0.999853,0.999755,900.566,534.586,-104.238,0.896786,0.999777,907.855,547.43,-71.4199,0.753792,0.99922,860.174,669.559,-118.945,0.857592,0.999243,883.82,692.962,-92.4797,0.608313,0.997591,858.135,699.808,-123.071,0.917213,0.998526,882.864,714.58,-98.5206,0.752679,0.996302,840.957,701.414,-165.792,0.878909,0.99559,876.711,738.665,-145.547,0.677943,0.992689,90
